Time [s] 	canBusModel.CAN_OUT 	vECUcontroller_1.Out1
2.6479999999998	0-0-0-0-	0-0-0-0-0-
2.6489999999998	0-0-0-0-	0-0-0-0-0-
2.6499999999998	0-0-0-0-	0-0-0-0-0-
2.6509999999998	0-0-0-0-	0-0-0-0-0-
2.6519999999998	0-0-0-0-	0-0-0-0-0-
2.6529999999998	0-0-0-0-	0-0-0-0-0-
2.6539999999998	0-0-0-0-	0-0-0-0-0-
2.6549999999998	0-0-0-0-	0-0-0-0-0-
2.6559999999998	0-0-0-0-	0-0-0-0-0-
2.6569999999998	0-0-0-0-	0-0-0-0-0-
2.6579999999998	0-0-0-0-	0-0-0-0-0-
2.6589999999998	0-0-0-0-	0-0-0-0-0-
2.6599999999998	0-0-0-0-	0-0-0-0-0-
2.6609999999998	0-0-0-0-	0-0-0-0-0-
2.6619999999998	0-0-0-0-	0-0-0-0-0-
2.6629999999998	0-0-0-0-	0-0-0-0-0-
2.6639999999998	0-0-0-0-	0-0-0-0-0-
2.6649999999998	0-0-0-0-	0-0-0-0-0-
2.6659999999998	0-0-0-0-	0-0-0-0-0-
2.6669999999998	0-0-0-0-	0-0-0-0-0-
2.6679999999998	0-0-0-0-	0-0-0-0-0-
2.6689999999998	0-0-0-0-	0-0-0-0-0-
2.6699999999998	0-0-0-0-	0-0-0-0-0-
2.6709999999998	0-0-0-0-	0-0-0-0-0-
2.6719999999998	0-0-0-0-	0-0-0-0-0-
2.6729999999998	0-0-0-0-	0-0-0-0-0-
2.6739999999998	0-0-0-0-	0-0-0-0-0-
2.6749999999998	0-0-0-0-	0-0-0-0-0-
2.6759999999998	0-0-0-0-	0-0-0-0-0-
2.6769999999998	0-0-0-0-	0-0-0-0-0-
2.6779999999998	0-0-0-0-	0-0-0-0-0-
2.6789999999998	0-0-0-0-	0-0-0-0-0-
2.6799999999998	0-0-0-0-	0-0-0-0-0-
2.6809999999998	0-0-0-0-	0-0-0-0-0-
2.6819999999998	0-0-0-0-	0-0-0-0-0-
2.6829999999998	0-0-0-0-	0-0-0-0-0-
2.6839999999998	0-0-0-0-	0-0-0-0-0-
2.6849999999998	0-0-0-0-	0-0-0-0-0-
2.6859999999998	0-0-0-0-	0-0-0-0-0-
2.6869999999998	0-0-0-0-	0-0-0-0-0-
2.6879999999998	0-0-0-0-	0-0-0-0-0-
2.6889999999998	0-0-0-0-	0-0-0-0-0-
2.6899999999998	0-0-0-0-	0-0-0-0-0-
2.6909999999998	0-0-0-0-	0-0-0-0-0-
2.6919999999998	0-0-0-0-	0-0-0-0-0-
2.6929999999998	0-0-0-0-	0-0-0-0-0-
2.6939999999998	0-0-0-0-	0-0-0-0-0-
2.6949999999998	0-0-0-0-	1-5-0-8-08:00:00:00:00:00:00:00
2.6959999999998	0-0-0-0-	0-0-0-0-0-
2.6969999999998	1-5-0-8-08:00:00:00:00:00:00:00	0-0-0-0-0-
2.6979999999998	0-0-0-0-	0-0-0-0-0-
2.6989999999998	0-0-0-0-	0-0-0-0-0-
2.6999999999998	0-0-0-0-	0-0-0-0-0-
2.7009999999998	0-0-0-0-	0-0-0-0-0-
2.7019999999998	0-0-0-0-	0-0-0-0-0-
2.7029999999998	0-0-0-0-	0-0-0-0-0-
2.7039999999998	0-0-0-0-	0-0-0-0-0-
2.7049999999998	0-0-0-0-	0-0-0-0-0-
2.7059999999998	0-0-0-0-	0-0-0-0-0-
2.7069999999998	0-0-0-0-	0-0-0-0-0-
2.7079999999998	0-0-0-0-	0-0-0-0-0-
2.7089999999998	0-0-0-0-	0-0-0-0-0-
2.7099999999998	0-0-0-0-	0-0-0-0-0-
2.7109999999998	0-0-0-0-	0-0-0-0-0-
2.7119999999998	0-0-0-0-	0-0-0-0-0-
2.7129999999998	0-0-0-0-	0-0-0-0-0-
2.7139999999998	0-0-0-0-	0-0-0-0-0-
2.7149999999998	0-0-0-0-	0-0-0-0-0-
2.7159999999998	0-0-0-0-	0-0-0-0-0-
2.7169999999998	0-0-0-0-	0-0-0-0-0-
2.7179999999998	0-0-0-0-	0-0-0-0-0-
2.7189999999998	0-0-0-0-	0-0-0-0-0-
2.7199999999998	0-0-0-0-	0-0-0-0-0-
2.7209999999998	0-0-0-0-	0-0-0-0-0-
2.7219999999998	0-0-0-0-	0-0-0-0-0-
2.7229999999998	0-0-0-0-	0-0-0-0-0-
2.7239999999998	0-0-0-0-	0-0-0-0-0-
2.7249999999998	0-0-0-0-	0-0-0-0-0-
2.7259999999998	0-0-0-0-	0-0-0-0-0-
2.7269999999998	0-0-0-0-	0-0-0-0-0-
2.7279999999998	0-0-0-0-	0-0-0-0-0-
2.7289999999998	0-0-0-0-	0-0-0-0-0-
2.7299999999998	0-0-0-0-	0-0-0-0-0-
2.7309999999998	0-0-0-0-	0-0-0-0-0-
2.7319999999998	0-0-0-0-	0-0-0-0-0-
2.7329999999998	0-0-0-0-	0-0-0-0-0-
2.7339999999998	0-0-0-0-	0-0-0-0-0-
2.7349999999998	0-0-0-0-	0-0-0-0-0-
2.7359999999998	0-0-0-0-	0-0-0-0-0-
2.7369999999998	0-0-0-0-	0-0-0-0-0-
2.7379999999998	0-0-0-0-	0-0-0-0-0-
2.7389999999998	0-0-0-0-	0-0-0-0-0-
2.7399999999998	0-0-0-0-	0-0-0-0-0-
2.7409999999998	0-0-0-0-	0-0-0-0-0-
2.7419999999998	0-0-0-0-	0-0-0-0-0-
2.7429999999998	0-0-0-0-	0-0-0-0-0-
2.7439999999998	0-0-0-0-	0-0-0-0-0-
2.7449999999998	0-0-0-0-	1-5-0-8-12:00:00:00:00:00:00:00
2.7459999999998	0-0-0-0-	0-0-0-0-0-
2.7469999999998	1-5-0-8-12:00:00:00:00:00:00:00	0-0-0-0-0-
2.7479999999998	0-0-0-0-	0-0-0-0-0-
2.7489999999998	0-0-0-0-	0-0-0-0-0-
2.7499999999998	0-0-0-0-	0-0-0-0-0-
2.7509999999998	0-0-0-0-	0-0-0-0-0-
2.7519999999998	0-0-0-0-	0-0-0-0-0-
2.7529999999998	0-0-0-0-	0-0-0-0-0-
2.7539999999998	0-0-0-0-	0-0-0-0-0-
2.7549999999998	0-0-0-0-	0-0-0-0-0-
2.7559999999998	0-0-0-0-	0-0-0-0-0-
2.7569999999998	0-0-0-0-	0-0-0-0-0-
2.7579999999998	0-0-0-0-	0-0-0-0-0-
2.7589999999998	0-0-0-0-	0-0-0-0-0-
2.7599999999998	0-0-0-0-	0-0-0-0-0-
2.7609999999998	0-0-0-0-	0-0-0-0-0-
2.7619999999998	0-0-0-0-	0-0-0-0-0-
2.7629999999998	0-0-0-0-	0-0-0-0-0-
2.7639999999998	0-0-0-0-	0-0-0-0-0-
2.7649999999998	0-0-0-0-	0-0-0-0-0-
2.7659999999998	0-0-0-0-	0-0-0-0-0-
2.7669999999998	0-0-0-0-	0-0-0-0-0-
2.7679999999998	0-0-0-0-	0-0-0-0-0-
2.7689999999998	0-0-0-0-	0-0-0-0-0-
2.7699999999998	0-0-0-0-	0-0-0-0-0-
2.7709999999998	0-0-0-0-	0-0-0-0-0-
2.7719999999998	0-0-0-0-	0-0-0-0-0-
2.7729999999998	0-0-0-0-	0-0-0-0-0-
2.7739999999998	0-0-0-0-	0-0-0-0-0-
2.7749999999998	0-0-0-0-	0-0-0-0-0-
2.7759999999998	0-0-0-0-	0-0-0-0-0-
2.7769999999998	0-0-0-0-	0-0-0-0-0-
2.7779999999998	0-0-0-0-	0-0-0-0-0-
2.7789999999998	0-0-0-0-	0-0-0-0-0-
2.7799999999998	0-0-0-0-	0-0-0-0-0-
2.7809999999998	0-0-0-0-	0-0-0-0-0-
2.7819999999998	0-0-0-0-	0-0-0-0-0-
2.7829999999998	0-0-0-0-	0-0-0-0-0-
2.7839999999998	0-0-0-0-	0-0-0-0-0-
2.7849999999998	0-0-0-0-	0-0-0-0-0-
2.7859999999998	0-0-0-0-	0-0-0-0-0-
2.7869999999998	0-0-0-0-	0-0-0-0-0-
2.7879999999998	0-0-0-0-	0-0-0-0-0-
2.7889999999998	0-0-0-0-	0-0-0-0-0-
2.7899999999998	0-0-0-0-	0-0-0-0-0-
2.7909999999998	0-0-0-0-	0-0-0-0-0-
2.7919999999998	0-0-0-0-	0-0-0-0-0-
2.7929999999998	0-0-0-0-	0-0-0-0-0-
2.7939999999998	0-0-0-0-	0-0-0-0-0-
2.7949999999998	0-0-0-0-	1-5-0-8-1C:00:00:00:00:00:00:00
2.7959999999998	0-0-0-0-	0-0-0-0-0-
2.7969999999998	1-5-0-8-1C:00:00:00:00:00:00:00	0-0-0-0-0-
2.7979999999998	0-0-0-0-	0-0-0-0-0-
2.7989999999998	0-0-0-0-	0-0-0-0-0-
2.7999999999998	0-0-0-0-	0-0-0-0-0-
2.8009999999998	0-0-0-0-	0-0-0-0-0-
2.8019999999998	0-0-0-0-	0-0-0-0-0-
2.8029999999998	0-0-0-0-	0-0-0-0-0-
2.8039999999998	0-0-0-0-	0-0-0-0-0-
2.8049999999998	0-0-0-0-	0-0-0-0-0-
2.8059999999998	0-0-0-0-	0-0-0-0-0-
2.8069999999998	0-0-0-0-	0-0-0-0-0-
2.8079999999998	0-0-0-0-	0-0-0-0-0-
2.8089999999998	0-0-0-0-	0-0-0-0-0-
2.8099999999998	0-0-0-0-	0-0-0-0-0-
2.8109999999998	0-0-0-0-	0-0-0-0-0-
2.8119999999998	0-0-0-0-	0-0-0-0-0-
2.8129999999998	0-0-0-0-	0-0-0-0-0-
2.8139999999998	0-0-0-0-	0-0-0-0-0-
2.8149999999998	0-0-0-0-	0-0-0-0-0-
2.8159999999998	0-0-0-0-	0-0-0-0-0-
2.8169999999998	0-0-0-0-	0-0-0-0-0-
2.8179999999998	0-0-0-0-	0-0-0-0-0-
2.8189999999998	0-0-0-0-	0-0-0-0-0-
2.8199999999998	0-0-0-0-	0-0-0-0-0-
2.8209999999998	0-0-0-0-	0-0-0-0-0-
2.8219999999998	0-0-0-0-	0-0-0-0-0-
2.8229999999998	0-0-0-0-	0-0-0-0-0-
2.8239999999998	0-0-0-0-	0-0-0-0-0-
2.8249999999998	0-0-0-0-	0-0-0-0-0-
2.8259999999998	0-0-0-0-	0-0-0-0-0-
2.8269999999998	0-0-0-0-	0-0-0-0-0-
2.8279999999998	0-0-0-0-	0-0-0-0-0-
2.8289999999998	0-0-0-0-	0-0-0-0-0-
2.8299999999998	0-0-0-0-	0-0-0-0-0-
2.8309999999998	0-0-0-0-	0-0-0-0-0-
2.8319999999998	0-0-0-0-	0-0-0-0-0-
2.8329999999998	0-0-0-0-	0-0-0-0-0-
2.8339999999998	0-0-0-0-	0-0-0-0-0-
2.8349999999998	0-0-0-0-	0-0-0-0-0-
2.8359999999998	0-0-0-0-	0-0-0-0-0-
2.8369999999998	0-0-0-0-	0-0-0-0-0-
2.8379999999998	0-0-0-0-	0-0-0-0-0-
2.8389999999998	0-0-0-0-	0-0-0-0-0-
2.8399999999998	0-0-0-0-	0-0-0-0-0-
2.8409999999998	0-0-0-0-	0-0-0-0-0-
2.8419999999998	0-0-0-0-	0-0-0-0-0-
2.8429999999998	0-0-0-0-	0-0-0-0-0-
2.8439999999998	0-0-0-0-	0-0-0-0-0-
2.8449999999998	0-0-0-0-	1-5-0-8-26:00:00:00:00:00:00:00
2.8459999999998	0-0-0-0-	0-0-0-0-0-
2.8469999999998	1-5-0-8-26:00:00:00:00:00:00:00	0-0-0-0-0-
2.8479999999998	0-0-0-0-	0-0-0-0-0-
2.8489999999998	0-0-0-0-	0-0-0-0-0-
2.8499999999998	0-0-0-0-	0-0-0-0-0-
2.8509999999998	0-0-0-0-	0-0-0-0-0-
2.8519999999998	0-0-0-0-	0-0-0-0-0-
2.8529999999998	0-0-0-0-	0-0-0-0-0-
2.8539999999998	0-0-0-0-	0-0-0-0-0-
2.8549999999998	0-0-0-0-	0-0-0-0-0-
2.8559999999998	0-0-0-0-	0-0-0-0-0-
2.8569999999998	0-0-0-0-	0-0-0-0-0-
2.8579999999998	0-0-0-0-	0-0-0-0-0-
2.8589999999998	0-0-0-0-	0-0-0-0-0-
2.8599999999998	0-0-0-0-	0-0-0-0-0-
2.8609999999998	0-0-0-0-	0-0-0-0-0-
2.8619999999998	0-0-0-0-	0-0-0-0-0-
2.8629999999998	0-0-0-0-	0-0-0-0-0-
2.8639999999998	0-0-0-0-	0-0-0-0-0-
2.8649999999998	0-0-0-0-	0-0-0-0-0-
2.8659999999998	0-0-0-0-	0-0-0-0-0-
2.8669999999998	0-0-0-0-	0-0-0-0-0-
2.8679999999998	0-0-0-0-	0-0-0-0-0-
2.8689999999998	0-0-0-0-	0-0-0-0-0-
2.8699999999998	0-0-0-0-	0-0-0-0-0-
2.8709999999998	0-0-0-0-	0-0-0-0-0-
2.8719999999998	0-0-0-0-	0-0-0-0-0-
2.8729999999998	0-0-0-0-	0-0-0-0-0-
2.8739999999998	0-0-0-0-	0-0-0-0-0-
2.8749999999998	0-0-0-0-	0-0-0-0-0-
2.8759999999998	0-0-0-0-	0-0-0-0-0-
2.8769999999998	0-0-0-0-	0-0-0-0-0-
2.8779999999998	0-0-0-0-	0-0-0-0-0-
2.8789999999998	0-0-0-0-	0-0-0-0-0-
2.8799999999998	0-0-0-0-	0-0-0-0-0-
2.8809999999998	0-0-0-0-	0-0-0-0-0-
2.8819999999998	0-0-0-0-	0-0-0-0-0-
2.8829999999998	0-0-0-0-	0-0-0-0-0-
2.8839999999998	0-0-0-0-	0-0-0-0-0-
2.8849999999998	0-0-0-0-	0-0-0-0-0-
2.8859999999998	0-0-0-0-	0-0-0-0-0-
2.8869999999998	0-0-0-0-	0-0-0-0-0-
2.8879999999998	0-0-0-0-	0-0-0-0-0-
2.8889999999998	0-0-0-0-	0-0-0-0-0-
2.8899999999998	0-0-0-0-	0-0-0-0-0-
2.8909999999998	0-0-0-0-	0-0-0-0-0-
2.8919999999998	0-0-0-0-	0-0-0-0-0-
2.8929999999998	0-0-0-0-	0-0-0-0-0-
2.8939999999998	0-0-0-0-	0-0-0-0-0-
2.8949999999998	0-0-0-0-	1-5-0-8-30:00:00:00:00:00:00:00
2.8959999999998	0-0-0-0-	0-0-0-0-0-
2.8969999999998	1-5-0-8-30:00:00:00:00:00:00:00	0-0-0-0-0-
2.8979999999998	0-0-0-0-	0-0-0-0-0-
2.8989999999998	0-0-0-0-	0-0-0-0-0-
2.8999999999998	0-0-0-0-	0-0-0-0-0-
2.9009999999998	0-0-0-0-	0-0-0-0-0-
2.9019999999998	0-0-0-0-	0-0-0-0-0-
2.9029999999998	0-0-0-0-	0-0-0-0-0-
2.9039999999998	0-0-0-0-	0-0-0-0-0-
2.9049999999998	0-0-0-0-	0-0-0-0-0-
2.9059999999998	0-0-0-0-	0-0-0-0-0-
2.9069999999998	0-0-0-0-	0-0-0-0-0-
2.9079999999998	0-0-0-0-	0-0-0-0-0-
2.9089999999998	0-0-0-0-	0-0-0-0-0-
2.9099999999998	0-0-0-0-	0-0-0-0-0-
2.9109999999998	0-0-0-0-	0-0-0-0-0-
2.9119999999998	0-0-0-0-	0-0-0-0-0-
2.9129999999998	0-0-0-0-	0-0-0-0-0-
2.9139999999998	0-0-0-0-	0-0-0-0-0-
2.9149999999998	0-0-0-0-	0-0-0-0-0-
2.9159999999998	0-0-0-0-	0-0-0-0-0-
2.9169999999998	0-0-0-0-	0-0-0-0-0-
2.9179999999998	0-0-0-0-	0-0-0-0-0-
2.9189999999998	0-0-0-0-	0-0-0-0-0-
2.9199999999998	0-0-0-0-	0-0-0-0-0-
2.9209999999998	0-0-0-0-	0-0-0-0-0-
2.9219999999998	0-0-0-0-	0-0-0-0-0-
2.9229999999998	0-0-0-0-	0-0-0-0-0-
2.9239999999998	0-0-0-0-	0-0-0-0-0-
2.9249999999998	0-0-0-0-	0-0-0-0-0-
2.9259999999998	0-0-0-0-	0-0-0-0-0-
2.9269999999998	0-0-0-0-	0-0-0-0-0-
2.9279999999998	0-0-0-0-	0-0-0-0-0-
2.9289999999998	0-0-0-0-	0-0-0-0-0-
2.9299999999998	0-0-0-0-	0-0-0-0-0-
2.9309999999998	0-0-0-0-	0-0-0-0-0-
2.9319999999998	0-0-0-0-	0-0-0-0-0-
2.9329999999998	0-0-0-0-	0-0-0-0-0-
2.9339999999998	0-0-0-0-	0-0-0-0-0-
2.9349999999998	0-0-0-0-	0-0-0-0-0-
2.9359999999998	0-0-0-0-	0-0-0-0-0-
2.9369999999998	0-0-0-0-	0-0-0-0-0-
2.9379999999998	0-0-0-0-	0-0-0-0-0-
2.9389999999998	0-0-0-0-	0-0-0-0-0-
2.9399999999998	0-0-0-0-	0-0-0-0-0-
2.9409999999998	0-0-0-0-	0-0-0-0-0-
2.9419999999998	0-0-0-0-	0-0-0-0-0-
2.9429999999998	0-0-0-0-	0-0-0-0-0-
2.9439999999998	0-0-0-0-	0-0-0-0-0-
2.9449999999998	0-0-0-0-	1-5-0-8-3A:00:00:00:00:00:00:00
2.9459999999998	0-0-0-0-	0-0-0-0-0-
2.9469999999998	1-5-0-8-3A:00:00:00:00:00:00:00	0-0-0-0-0-
2.9479999999998	0-0-0-0-	0-0-0-0-0-
2.9489999999998	0-0-0-0-	0-0-0-0-0-
2.9499999999998	0-0-0-0-	0-0-0-0-0-
2.9509999999998	0-0-0-0-	0-0-0-0-0-
2.9519999999998	0-0-0-0-	0-0-0-0-0-
2.9529999999998	0-0-0-0-	0-0-0-0-0-
2.9539999999998	0-0-0-0-	0-0-0-0-0-
2.9549999999998	0-0-0-0-	0-0-0-0-0-
2.9559999999998	0-0-0-0-	0-0-0-0-0-
2.9569999999998	0-0-0-0-	0-0-0-0-0-
2.9579999999998	0-0-0-0-	0-0-0-0-0-
2.9589999999998	0-0-0-0-	0-0-0-0-0-
2.9599999999998	0-0-0-0-	0-0-0-0-0-
2.9609999999998	0-0-0-0-	0-0-0-0-0-
2.9619999999998	0-0-0-0-	0-0-0-0-0-
2.9629999999998	0-0-0-0-	0-0-0-0-0-
2.9639999999998	0-0-0-0-	0-0-0-0-0-
2.9649999999998	0-0-0-0-	0-0-0-0-0-
2.9659999999998	0-0-0-0-	0-0-0-0-0-
2.9669999999998	0-0-0-0-	0-0-0-0-0-
2.9679999999998	0-0-0-0-	0-0-0-0-0-
2.9689999999998	0-0-0-0-	0-0-0-0-0-
2.9699999999998	0-0-0-0-	0-0-0-0-0-
2.9709999999998	0-0-0-0-	0-0-0-0-0-
2.9719999999998	0-0-0-0-	0-0-0-0-0-
2.9729999999998	0-0-0-0-	0-0-0-0-0-
2.9739999999998	0-0-0-0-	0-0-0-0-0-
2.9749999999998	0-0-0-0-	0-0-0-0-0-
2.9759999999998	0-0-0-0-	0-0-0-0-0-
2.9769999999998	0-0-0-0-	0-0-0-0-0-
2.9779999999998	0-0-0-0-	0-0-0-0-0-
2.9789999999998	0-0-0-0-	0-0-0-0-0-
2.9799999999998	0-0-0-0-	0-0-0-0-0-
2.9809999999998	0-0-0-0-	0-0-0-0-0-
2.9819999999998	0-0-0-0-	0-0-0-0-0-
2.9829999999998	0-0-0-0-	0-0-0-0-0-
2.9839999999998	0-0-0-0-	0-0-0-0-0-
2.9849999999998	0-0-0-0-	0-0-0-0-0-
2.9859999999998	0-0-0-0-	0-0-0-0-0-
2.9869999999998	0-0-0-0-	0-0-0-0-0-
2.9879999999998	0-0-0-0-	0-0-0-0-0-
2.9889999999998	0-0-0-0-	0-0-0-0-0-
2.9899999999998	0-0-0-0-	0-0-0-0-0-
2.9909999999998	0-0-0-0-	0-0-0-0-0-
2.9919999999998	0-0-0-0-	0-0-0-0-0-
2.9929999999998	0-0-0-0-	0-0-0-0-0-
2.9939999999998	0-0-0-0-	0-0-0-0-0-
2.9949999999998	0-0-0-0-	1-5-0-8-44:00:00:00:00:00:00:00
2.9959999999998	0-0-0-0-	0-0-0-0-0-
2.9969999999998	1-5-0-8-44:00:00:00:00:00:00:00	0-0-0-0-0-
2.9979999999998	0-0-0-0-	0-0-0-0-0-
2.9989999999998	0-0-0-0-	0-0-0-0-0-
2.9999999999998	0-0-0-0-	0-0-0-0-0-
3.0009999999998	0-0-0-0-	0-0-0-0-0-
3.0019999999998	0-0-0-0-	0-0-0-0-0-
3.0029999999998	0-0-0-0-	0-0-0-0-0-
3.0039999999998	0-0-0-0-	0-0-0-0-0-
3.0049999999998	0-0-0-0-	0-0-0-0-0-
3.0059999999998	0-0-0-0-	0-0-0-0-0-
3.0069999999998	0-0-0-0-	0-0-0-0-0-
3.0079999999998	0-0-0-0-	0-0-0-0-0-
3.0089999999998	0-0-0-0-	0-0-0-0-0-
3.0099999999998	0-0-0-0-	0-0-0-0-0-
3.0109999999998	0-0-0-0-	0-0-0-0-0-
3.0119999999998	0-0-0-0-	0-0-0-0-0-
3.0129999999998	0-0-0-0-	0-0-0-0-0-
3.0139999999998	0-0-0-0-	0-0-0-0-0-
3.0149999999998	0-0-0-0-	0-0-0-0-0-
3.0159999999998	0-0-0-0-	0-0-0-0-0-
3.0169999999998	0-0-0-0-	0-0-0-0-0-
3.0179999999998	0-0-0-0-	0-0-0-0-0-
3.0189999999998	0-0-0-0-	0-0-0-0-0-
3.0199999999998	0-0-0-0-	0-0-0-0-0-
3.0209999999998	0-0-0-0-	0-0-0-0-0-
3.0219999999998	0-0-0-0-	0-0-0-0-0-
3.0229999999998	0-0-0-0-	0-0-0-0-0-
3.0239999999998	0-0-0-0-	0-0-0-0-0-
3.0249999999998	0-0-0-0-	0-0-0-0-0-
3.0259999999998	0-0-0-0-	0-0-0-0-0-
3.0269999999998	0-0-0-0-	0-0-0-0-0-
3.0279999999998	0-0-0-0-	0-0-0-0-0-
3.0289999999998	0-0-0-0-	0-0-0-0-0-
3.0299999999998	0-0-0-0-	0-0-0-0-0-
3.0309999999998	0-0-0-0-	0-0-0-0-0-
3.0319999999998	0-0-0-0-	0-0-0-0-0-
3.0329999999998	0-0-0-0-	0-0-0-0-0-
3.0339999999998	0-0-0-0-	0-0-0-0-0-
3.0349999999998	0-0-0-0-	0-0-0-0-0-
3.0359999999998	0-0-0-0-	0-0-0-0-0-
3.0369999999998	0-0-0-0-	0-0-0-0-0-
3.0379999999998	0-0-0-0-	0-0-0-0-0-
3.0389999999998	0-0-0-0-	0-0-0-0-0-
3.0399999999998	0-0-0-0-	0-0-0-0-0-
3.0409999999998	0-0-0-0-	0-0-0-0-0-
3.0419999999998	0-0-0-0-	0-0-0-0-0-
3.0429999999998	0-0-0-0-	0-0-0-0-0-
3.0439999999998	0-0-0-0-	0-0-0-0-0-
3.0449999999998	0-0-0-0-	1-5-0-8-4E:00:00:00:00:00:00:00
3.0459999999998	0-0-0-0-	0-0-0-0-0-
3.0469999999998	1-5-0-8-4E:00:00:00:00:00:00:00	0-0-0-0-0-
3.0479999999998	0-0-0-0-	0-0-0-0-0-
3.0489999999998	0-0-0-0-	0-0-0-0-0-
3.0499999999998	0-0-0-0-	0-0-0-0-0-
3.0509999999998	0-0-0-0-	0-0-0-0-0-
3.0519999999998	0-0-0-0-	0-0-0-0-0-
3.0529999999998	0-0-0-0-	0-0-0-0-0-
3.0539999999998	0-0-0-0-	0-0-0-0-0-
3.0549999999998	0-0-0-0-	0-0-0-0-0-
3.0559999999998	0-0-0-0-	0-0-0-0-0-
3.0569999999998	0-0-0-0-	0-0-0-0-0-
3.0579999999998	0-0-0-0-	0-0-0-0-0-
3.0589999999998	0-0-0-0-	0-0-0-0-0-
3.0599999999998	0-0-0-0-	0-0-0-0-0-
3.0609999999998	0-0-0-0-	0-0-0-0-0-
3.0619999999998	0-0-0-0-	0-0-0-0-0-
3.0629999999998	0-0-0-0-	0-0-0-0-0-
3.0639999999998	0-0-0-0-	0-0-0-0-0-
3.0649999999998	0-0-0-0-	0-0-0-0-0-
3.0659999999998	0-0-0-0-	0-0-0-0-0-
3.0669999999998	0-0-0-0-	0-0-0-0-0-
3.0679999999998	0-0-0-0-	0-0-0-0-0-
3.0689999999998	0-0-0-0-	0-0-0-0-0-
3.0699999999998	0-0-0-0-	0-0-0-0-0-
3.0709999999998	0-0-0-0-	0-0-0-0-0-
3.0719999999998	0-0-0-0-	0-0-0-0-0-
3.0729999999998	0-0-0-0-	0-0-0-0-0-
3.0739999999998	0-0-0-0-	0-0-0-0-0-
3.0749999999998	0-0-0-0-	0-0-0-0-0-
3.0759999999998	0-0-0-0-	0-0-0-0-0-
3.0769999999998	0-0-0-0-	0-0-0-0-0-
3.0779999999998	0-0-0-0-	0-0-0-0-0-
3.0789999999998	0-0-0-0-	0-0-0-0-0-
3.0799999999998	0-0-0-0-	0-0-0-0-0-
3.0809999999998	0-0-0-0-	0-0-0-0-0-
3.0819999999998	0-0-0-0-	0-0-0-0-0-
3.0829999999998	0-0-0-0-	0-0-0-0-0-
3.0839999999998	0-0-0-0-	0-0-0-0-0-
3.0849999999998	0-0-0-0-	0-0-0-0-0-
3.0859999999998	0-0-0-0-	0-0-0-0-0-
3.0869999999998	0-0-0-0-	0-0-0-0-0-
3.0879999999998	0-0-0-0-	0-0-0-0-0-
3.0889999999998	0-0-0-0-	0-0-0-0-0-
3.0899999999998	0-0-0-0-	0-0-0-0-0-
3.0909999999998	0-0-0-0-	0-0-0-0-0-
3.0919999999998	0-0-0-0-	0-0-0-0-0-
3.0929999999998	0-0-0-0-	0-0-0-0-0-
3.0939999999998	0-0-0-0-	0-0-0-0-0-
3.0949999999998	0-0-0-0-	1-5-0-8-58:00:00:00:00:00:00:00
3.0959999999998	0-0-0-0-	0-0-0-0-0-
3.0969999999998	1-5-0-8-58:00:00:00:00:00:00:00	0-0-0-0-0-
3.0979999999998	0-0-0-0-	0-0-0-0-0-
3.0989999999998	0-0-0-0-	0-0-0-0-0-
3.0999999999998	0-0-0-0-	0-0-0-0-0-
3.1009999999998	0-0-0-0-	0-0-0-0-0-
3.1019999999998	0-0-0-0-	0-0-0-0-0-
3.1029999999998	0-0-0-0-	0-0-0-0-0-
3.1039999999998	0-0-0-0-	0-0-0-0-0-
3.1049999999998	0-0-0-0-	0-0-0-0-0-
3.1059999999998	0-0-0-0-	0-0-0-0-0-
3.1069999999998	0-0-0-0-	0-0-0-0-0-
3.1079999999998	0-0-0-0-	0-0-0-0-0-
3.1089999999998	0-0-0-0-	0-0-0-0-0-
3.1099999999998	0-0-0-0-	0-0-0-0-0-
3.1109999999998	0-0-0-0-	0-0-0-0-0-
3.1119999999998	0-0-0-0-	0-0-0-0-0-
3.1129999999998	0-0-0-0-	0-0-0-0-0-
3.1139999999998	0-0-0-0-	0-0-0-0-0-
3.1149999999998	0-0-0-0-	0-0-0-0-0-
3.1159999999998	0-0-0-0-	0-0-0-0-0-
3.1169999999998	0-0-0-0-	0-0-0-0-0-
3.1179999999998	0-0-0-0-	0-0-0-0-0-
3.1189999999998	0-0-0-0-	0-0-0-0-0-
3.1199999999998	0-0-0-0-	0-0-0-0-0-
3.1209999999998	0-0-0-0-	0-0-0-0-0-
3.1219999999998	0-0-0-0-	0-0-0-0-0-
3.1229999999998	0-0-0-0-	0-0-0-0-0-
3.1239999999998	0-0-0-0-	0-0-0-0-0-
3.1249999999998	0-0-0-0-	0-0-0-0-0-
3.1259999999998	0-0-0-0-	0-0-0-0-0-
3.1269999999998	0-0-0-0-	0-0-0-0-0-
3.1279999999998	0-0-0-0-	0-0-0-0-0-
3.1289999999998	0-0-0-0-	0-0-0-0-0-
3.1299999999998	0-0-0-0-	0-0-0-0-0-
3.1309999999998	0-0-0-0-	0-0-0-0-0-
3.1319999999998	0-0-0-0-	0-0-0-0-0-
3.1329999999998	0-0-0-0-	0-0-0-0-0-
3.1339999999998	0-0-0-0-	0-0-0-0-0-
3.1349999999998	0-0-0-0-	0-0-0-0-0-
3.1359999999998	0-0-0-0-	0-0-0-0-0-
